Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Adjusted savings: net forest depletion (% of GNI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adjusted savings: education expenditure (% of GNI),4.3,4.226346,4.226346,4.737338077,3.81,3.88,3.82,3.71,3.805,3.9,4.39,4.79,4.85,5.16,5.4,5.39,5.49,5.54,5.541950631,5.673230329,6.096220227,6.240050467,6.285938829,6.285938829
"Services, value added (annual % growth)",1.298120488,2.299137661,2.534233805,1.421481522,1.820315188,3.846752144,2.063714096,3.122349529,0.991319778,5.00955573,3.660628386,4.331245106,5.826511245,4.824019133,2.066823771,5.803652853,3.457822446,2.902909935,2.753827776,0.985403435,-2.733761529,-2.221343646,0.765663235,2.08714373
"Services, value added per worker (constant 2015 US$)",16379.55236,16865.93653,16811.61138,16585.42929,16375.77096,16372.95956,16165.0112,16240.98216,16070.4089,16358.93951,16525.14599,16608.02511,17246.06826,17610.05012,17729.25985,18356.9904,18598.52519,18747.47716,18856.75371,18537.01704,17849.56472,17564.58869,17372.41992,17288.34647
Machinery and transport equipment (% of value added in manufacturing),20.37124228,20.31855427,21.04466487,19.61689179,17.64027363,19.10617811,19.88434013,19.69983393,18.56473356,19.8259643,18.96026002,19.60161484,20.66195608,22.45829041,21.21811649,22.50237362,22.94908981,21.69309835,22.13352994,19.88737933,18.42251602,16.32765089,18.39205512,17.76311277
"Industry (including construction), value added (constant LCU)",6.38419E+11,6.44641E+11,6.72844E+11,6.58781E+11,6.41601E+11,6.69907E+11,6.65604E+11,6.90918E+11,6.91634E+11,7.48451E+11,7.63378E+11,7.78695E+11,8.27026E+11,8.60931E+11,8.20447E+11,9.04158E+11,9.41358E+11,9.34554E+11,9.54798E+11,9.40398E+11,8.86217E+11,8.4575E+11,8.41515E+11,8.47548E+11
"Industry (including construction), value added (current US$)",1.79881E+11,1.89986E+11,1.99553E+11,1.91042E+11,1.30402E+11,1.50796E+11,1.26779E+11,1.14679E+11,1.28861E+11,1.62683E+11,2.1553E+11,2.60783E+11,3.23081E+11,3.91486E+11,3.6472E+11,5.1396E+11,6.04396E+11,5.45636E+11,5.24849E+11,5.02802E+11,3.48909E+11,3.29596E+11,3.75321E+11,3.59409E+11
"Manufacturing, value added (constant 2015 US$)",1.59979E+11,1.60108E+11,1.641E+11,1.56155E+11,1.53247E+11,1.61966E+11,1.63122E+11,1.66536E+11,1.70964E+11,1.86493E+11,1.90675E+11,1.93027E+11,2.04882E+11,2.13384E+11,1.93616E+11,2.11409E+11,2.1616E+11,2.11018E+11,2.17377E+11,2.07188E+11,1.8961E+11,1.80571E+11,1.84741E+11,1.87315E+11
Financial intermediary services indirectly Measured (FISIM) (constant LCU),,,,,,,,,,,,,,,,,,,,,,,,
"Agriculture, forestry, and fishing, value added (annual % growth)",4.076057277,2.953171108,0.813028018,3.408888021,6.525237768,2.723405916,5.200340337,8.020170838,8.306342204,1.995123557,1.120060503,4.639422806,3.247001017,5.770967211,-3.728679887,6.696942486,5.638646425,-3.082242261,8.361444022,2.790794415,3.314331452,-5.224217735,14.1523862,1.307055777
"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",3216.335822,3520.101285,3513.418519,3729.552276,3766.586101,3802.199221,3907.501418,4052.689439,4292.153627,4095.112487,4173.465981,4543.919552,4913.805368,5361.113623,5286.864023,5938.230239,6578.588298,6509.840915,7131.704776,7811.896741,8202.69035,8028.431353,9794.475742,9957.658212
External balance on goods and services (current LCU),-13602409300,-18592579600,-24839151300,-23831740000,-20148421700,-27143431700,-28852723800,12547843500,38158816900,66823345500,73818612200,65222188200,37070079400,-5895203800,-13439925700,-40452000000,-33671000200,-65442000200,-1.22707E+11,-1.53808E+11,-69145999900,25056999900,47297000100,27582000200
Imports of goods and services (annual % growth),30.68487708,5.594315151,14.59507691,-0.05666123,-15.09414548,10.79858668,3.331402862,-13.307269,-0.483497189,10.36404524,7.46133299,17.76258459,19.55759864,17.02571028,-7.601967491,33.63902469,9.393263478,1.130851734,6.669679307,-2.271895593,-14.19063686,-10.34293282,6.716940721,7.742778939
Gross capital formation (% of GDP),17.29234635,17.26694638,17.76398561,18.16475192,17.38955974,18.90311927,18.7418603,17.44907948,16.8566884,17.91256834,17.20488346,17.81647393,19.81932599,21.61938283,18.79613508,21.80132159,21.82627113,21.41722538,21.69376696,20.54841077,17.41162587,14.96954697,14.6255876,15.09504163
Gross capital formation (current LCU),1.22083E+11,1.47592E+11,1.69129E+11,1.82075E+11,1.89148E+11,2.26666E+11,2.46597E+11,2.5978E+11,2.8959E+11,3.50684E+11,3.73447E+11,4.29279E+11,5.39138E+11,6.7232E+11,6.26483E+11,8.47166E+11,9.55201E+11,1.03119E+12,1.15663E+12,1.18748E+12,1.04396E+12,9.3849E+11,9.63165E+11,1.05728E+12
Changes in inventories (current US$),-23033465055,-11682370908,-12002029422,-3261343252,2238257115,3923717599,1813104954,-2432566121,1406342648,3964461386,1325854132,6714231416,25476736326,37885624277,-5098129339,27978627387,31847202834,17268957299,19333519178,16587335572,-7644654092,-9962191877,1374318544,-35853276.04
Gross fixed capital formation (constant 2015 US$),1.99529E+11,2.01914E+11,2.18912E+11,2.18553E+11,1.99156E+11,2.08741E+11,2.11464E+11,2.08411E+11,2.00107E+11,2.1709E+11,2.21337E+11,2.3608E+11,2.64297E+11,2.96771E+11,2.90438E+11,3.42293E+11,3.65686E+11,3.68534E+11,3.90009E+11,3.73534E+11,3.21439E+11,2.82449E+11,2.75226E+11,2.89625E+11
"Gross fixed capital formation, private sector (current LCU)",,,,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant 2015 US$),80957653887,80617741437,89501243145,93894147914,99252019891,1.12016E+11,1.22356E+11,1.30281E+11,1.44633E+11,1.65566E+11,1.81534E+11,1.90315E+11,2.02069E+11,2.02896E+11,1.84134E+11,2.05718E+11,2.15617E+11,2.17143E+11,2.21117E+11,2.17647E+11,2.32489E+11,2.34496E+11,2.46007E+11,2.55978E+11
Gross national expenditure (constant LCU),2.46066E+12,2.53037E+12,2.63466E+12,2.63315E+12,2.58781E+12,2.70369E+12,2.72556E+12,2.72968E+12,2.71532E+12,2.85346E+12,2.92859E+12,3.09063E+12,3.32925E+12,3.56851E+12,3.57158E+12,3.9263E+12,4.10388E+12,4.18408E+12,4.33527E+12,4.35056E+12,4.08568E+12,3.88977E+12,3.94949E+12,4.03722E+12
Gross national expenditure deflator (base year varies by country),29.24392027,34.51495901,37.07988622,38.97164886,42.81064922,45.35419107,49.33323182,54.08097769,61.86359252,66.26779847,71.59643077,75.84951409,80.59446795,87.31086114,93.69733023,100,107.4605215,116.6373617,125.8128589,136.3678294,148.4435707,160.5304153,165.5451279,172.8059431
Final consumption expenditure (constant 2015 US$),8.83106E+11,9.00634E+11,9.24207E+11,9.2594E+11,9.32334E+11,9.60795E+11,9.72196E+11,9.90646E+11,9.90383E+11,1.02913E+12,1.06881E+12,1.12091E+12,1.18619E+12,1.25027E+12,1.30146E+12,1.37529E+12,1.43293E+12,1.47893E+12,1.52355E+12,1.5527E+12,1.5092E+12,1.46572E+12,1.48536E+12,1.51492E+12
"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",1.03876E+12,1.07371E+12,1.10687E+12,1.0976E+12,1.10133E+12,1.14753E+12,1.15554E+12,1.16976E+12,1.16267E+12,1.20831E+12,1.26303E+12,1.3305E+12,1.41615E+12,1.50892E+12,1.57637E+12,1.67473E+12,1.75542E+12,1.81682E+12,1.87996E+12,1.9221E+12,1.86054E+12,1.78969E+12,1.82491E+12,1.8679E+12
Households and NPISHs Final consumption expenditure (constant LCU),1.4515E+12,1.50034E+12,1.54668E+12,1.53373E+12,1.53894E+12,1.60349E+12,1.61469E+12,1.63455E+12,1.62465E+12,1.68842E+12,1.76489E+12,1.85917E+12,1.97885E+12,2.10847E+12,2.20273E+12,2.34017E+12,2.45293E+12,2.53872E+12,2.62694E+12,2.68583E+12,2.59981E+12,2.50081E+12,2.55003E+12,2.6101E+12
Households and NPISHs Final consumption expenditure (current LCU),4.49762E+11,5.56942E+11,6.21806E+11,6.42931E+11,7.03532E+11,7.74526E+11,8.43501E+11,9.21536E+11,1.06246E+12,1.17869E+12,1.3133E+12,1.45622E+12,1.62876E+12,1.85751E+12,2.06503E+12,2.34017E+12,2.63781E+12,2.95683E+12,3.29042E+12,3.6384E+12,3.83519E+12,4.02814E+12,4.24726E+12,4.5258E+12
General government final consumption expenditure (annual % growth),1.343538991,-1.825739566,1.24643288,3.221766719,1.68820631,-0.151267041,2.615923112,3.816323609,1.596562563,3.876037214,2.010944952,3.560798852,4.069146669,2.045040047,2.945167873,3.9206646,2.204296273,2.277005475,1.510121278,0.813084805,-1.436568206,0.211001064,-0.670687078,0.786890379
Arms exports (SIPRI trend indicator values),38000000,27000000,27000000,18000000,,,,19000000,,46000000,1000000,44000000,53000000,92000000,43000000,143000000,31000000,33000000,31000000,31000000,52000000,122000000,37000000,100000000
Military expenditure (current USD),14318919608,14073226545,13934266552,14357357047,9866973919,11344032535,10930231568,9664561903,8392905884,9780111585,13588619736,16404867307,20485758015,24452903036,25648809911,34002944470,36936209896,33987005074,32874787231,32660239369,24617701683,24224746901,29261833097,28177406872
Wholesale price index (2010 = 100),21.28789134,22.55024301,26.17371197,28.20328186,33.0759623,40.07564362,45.12592343,52.645415,67.15247551,74.17679593,78.30561287,78.93918003,83.35898717,94.78387435,94.58775722,100,109.444785,115.887835,122.7556294,128.3177724,136.117387,151.6998152,150.5760099,161.0179451
Broad money to total reserves ratio,4.815315963,4.96499678,6.253354839,7.636186237,7.063749987,9.22891879,9.155003592,7.411930622,6.400893314,7.12247027,9.966012952,8.16119164,5.295937897,6.168627884,5.317536644,5.681063788,5.709788894,5.222416916,5.418598756,5.5329613,4.452621087,4.615945225,5.135079454,4.794189568
Monetary Sector credit to private sector (% GDP),43.49452482,40.77849368,40.85223717,29.53226057,29.8269102,31.14098578,29.00403802,29.64514194,27.68566994,29.37277026,31.83978416,35.42516667,40.69093794,45.78225599,47.49428984,52.76465763,58.0784911,62.5192932,64.23057382,66.02851039,66.82970064,62.19400697,59.4843093,60.21834794
Claims on central government (annual growth as % of broad money),14.84624906,5.447539393,20.93597305,46.27999647,23.07168551,13.45956314,15.64973066,13.95535765,15.12646272,5.560554359,7.002791854,8.764326441,3.358356215,-3.820155112,7.900064738,3.067455884,-0.538924437,4.700250816,-0.592207719,3.414630506,2.943199237,12.91551034,8.725425875,4.284746657
"Total reserves (includes gold, current US$)",51842389631,60152476088,52208520617,44487193726,36342324443,33015297296,35866445530,37832146718,49297286966,52934865186,53799284977,85842861115,1.80334E+11,1.93783E+11,2.38539E+11,2.88575E+11,3.5201E+11,3.73161E+11,3.58816E+11,3.6357E+11,3.56465E+11,3.64984E+11,3.73956E+11,3.7471E+11
"Borrowers from commercial banks (per 1,000 adults)",,,,,,,,,,,,,96.21203975,104.8801057,150.2126326,204.6064942,234.615654,369.7389545,393.918439,399.5863073,403.241294,552.587667,545.3613283,549.0884582
Bank nonperforming loans to total gross loans (%),,,,,,,,,,,3.525531791,3.460664045,2.982603913,3.106392568,4.214994697,3.107724172,3.466864091,3.446823393,2.857282293,2.25174733,2.846496277,3.081576132,2.878916366,2.597864262
Renewable internal freshwater resources per capita (cubic meters),34620.60756,34094.78514,33587.12906,33097.55898,32630.82226,32187.86752,31765.55889,31366.93252,30997.2205,30646.04477,30305.57171,29980.82594,29673.00677,29381.49127,29102.77262,28830.65609,28564.17677,28308.15537,28063.40676,27823.6987,27589.30515,27366.39055,27150.43326,26935.77484
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,2.490149724,2.592434988,2.607754137,2.623073286,2.638392435,2.652955083,2.668085106,2.68321513,2.698345154,2.713475177,2.728605201,2.743735225,2.941843972,3.139527187,3.337393617,3.535260047,3.419178487,3.303096927,3.187015366,3.074326241,3.019385343,3.135224586,3.105437352,1.422501101
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",20.25683778,19.88739035,20.44322544,20.39401022,20.37191822,21.14454691,21.31686237,21.84389353,21.96921573,23.10508115,23.71271699,24.51627027,24.2531975,23.88378318,22.43950118,22.77832287,24.48769214,25.83525408,27.58083793,28.7359009,28.22133376,26.28827218,26.89152338,27.82447
Pump price for gasoline (US$ per liter),0.63,,,0.8,,0.92,,0.55,,0.84,,1.26,,1.26,,1.58,,1.39,,1.27,,1.02,,
Population in the largest city (% of urban population),12.53974828,12.4051496,12.26783636,12.13918649,12.02136775,11.91500502,11.87585609,11.85016936,11.83443097,11.82531954,11.81925457,11.81887479,11.82458248,11.83654696,11.85309579,11.87224348,11.86569221,11.86094375,11.86057372,11.86219644,11.86604644,11.87517051,11.88697313,11.89968455
Urban population living in areas where elevation is below 5 meters (% of total population),,,,,,1.570827624,,,,,,,,,,,,,,,1.741762084,,,
"Plant species (higher), threatened",,,,,,,,,,,,,,,,,,,,,,,,558
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),25.86070613,26.23704005,25.96493897,25.9516594,26.44471463,27.80267524,26.45297286,27.41481084,27.51367989,26.7521064,26.24798712,25.99433175,27.49362941,26.03696571,25.1464332,25.84136237,26.98734567,23.96504358,21.83546407,20.60207554,,,,
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,,,,,,,,1329.05,,,,,,,,,,,,,
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",89.49137668,,,,,90.79140477,,,,,89.78408308,,,,,90.93812329,91.92837459,86.82923025,85.33471375,77.11647309,74.92775153,67.95255918,68.13503006,
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",15.4128569,,,,,15.77348119,,,,,15.59592573,,,,,15.95528506,15.91279799,15.28545576,14.60990092,13.98993477,13.59465562,12.65867601,12.70662947,
Nitrous oxide emissions in energy sector (% of total),3.742290382,4.696035242,4.696203616,4.439063761,4.451779102,4.549473515,4.354504262,4.260312945,4.336228712,4.280155642,4.7616,5.082221934,5.168426973,5.654974946,,,,,,,,,,
Methane emissions (% change from 1990),11.06050463,9.664412315,11.01014145,17.8942561,13.12445648,7.303912062,14.99884259,21.45596506,31.1037982,43.75465312,54.00997253,27.41383517,29.09146078,31.83891291,31.88552231,38.66734652,46.85292616,49.23666771,,,,,,
Agricultural methane emissions (% of total),84.76649013,82.63081872,82.4213978,82.36939712,81.70867653,82.52373491,81.52806895,81.65528302,81.49854382,81.74117528,82.66133092,81.99312715,81.65314892,81.35155851,,,,,,,,,,
Total greenhouse gas emissions (kt of CO2 equivalent),676200.0122,679289.978,708070.0073,732049.9878,748830.0171,767750,792380.0049,820650.0244,835739.9902,880979.9805,891000,890570.0073,914650.0244,929710.022,905869.9951,991489.9902,1010710.022,1049939.941,1080709.961,1118099.976,1095300.049,1063569.946,1079310.059,1046579.956
CO2 emissions from solid fuel consumption (kt),44403.703,46893.596,47678.334,46607.57,48217.383,51249.992,50644.937,48826.105,52379.428,54480.619,52815.801,52269.418,55346.031,56006.091,44495.378,58543.655,64165.166,62944.055,68840.591,73666.363,74469.436,67318.786,,
CO2 emissions from liquid fuel consumption (% of total),77.86491097,78.63057855,77.6764154,78.78198136,77.51907724,74.85408738,74.73423113,72.96900057,70.98581801,69.31231515,70.22453118,69.11940356,68.33689008,67.98178149,71.58609469,68.86193222,69.31800993,68.5159826,67.51210827,67.63378389,66.07201013,67.20606685,,
CO2 emissions from gaseous fuel consumption (% of total),3.928169358,4.043603271,4.191824802,4.258996767,4.631627636,5.764321809,7.166233258,8.935191944,9.44280653,11.04723589,11.58204381,11.99861549,11.54387289,13.05068116,11.16102557,13.25072889,12.11256377,13.2536692,14.73224806,15.41025672,16.09302415,14.96141975,,
Electric power consumption (kWh per capita),1619.450624,1672.631979,1748.423361,1795.079232,1820.045932,1885.665465,1737.976157,1797.268162,1873.812369,1948.58174,2008.56721,2065.192202,2160.232633,2222.415792,2189.997778,2366.38012,2422.576221,2492.837864,2560.09556,2610.999282,,,,
Alternative and nuclear energy (% of total energy use),13.02302229,12.79843406,12.94057041,13.15831572,12.87840839,13.71233371,12.95704118,13.24585102,13.75984072,13.23911161,13.33735027,13.7210227,13.56258237,12.90939716,13.79550183,12.70043836,13.4916124,12.65074056,11.49810424,10.80908733,,,,
Renewable energy consumption (% of total final energy consumption),46.13435665,44.53288239,43.72510837,43.86157674,44.09727587,42.66,41.33,42.85,45.11,45.18,46.13,46.67,47.19,47.04,48.92,46.81,45.26,43.49,42.32,41.71,43.62,45.46,45.33,46.95
Electricity production from oil sources (% of total),2.721688238,3.178406883,3.213174796,3.458296555,4.935527432,4.34753948,4.815103437,3.887800828,2.95192115,3.130186113,2.897529483,2.950848601,2.995190353,3.790812129,3.140600831,3.114911439,2.78247395,3.545267668,4.650706711,5.997280966,5.044253265,,,
Electricity production from hydroelectric sources (% of total),92.1277499,91.242387,90.58061835,90.58921889,87.53689695,87.24398842,81.54321965,82.76424693,83.88231839,82.79636498,83.72937204,83.18011528,84.0205595,79.80616196,83.88122397,78.19542603,80.55051461,75.15815455,68.46344573,63.22498396,61.8484936,,,
"Access to electricity, urban (% of urban population)",98.589696,98.915038,99.056926,99.137016,99.186252,99.02290344,99.21511841,99.42699432,99.50418091,99.58530426,99.63481903,99.70874023,99.78144836,99.82174683,99.85167694,99.80000305,99.8985672,99.92742157,99.93501282,99.94555664,99.95619965,99.90000153,99.90000153,99.90000153
"Access to clean fuels and technologies for cooking, urban (% of urban population)",,,,,,97,97.1,97.3,97.5,97.7,97.9,98,98.2,98.3,98.4,98.5,98.6,98.6,98.7,98.7,98.8,98.8,98.7,98.7
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",23.54476866,22.46931949,20.60676472,27.39857471,37.33137327,26.29452325,22.44538014,29.93239486,23.92733922,18.3689395,11.78386231,19.41870526,10.85238239,9.329920712,7.113504457,5.930634877,6.755874954,4.058134876,7.136021543,5.481822004,12.75674133,10.64556995,10.85048628,11.83932919
"IMF repurchases and charges (TDS, current US$)",58874883.3,74846777.1,34704990.3,22082910.4,2459647154,7049716727,143073115.4,5122927858,13212610357,5576326158,24904028711,131004101,19384158.7,4530078.9,10409899,14227796.7,4869508.3,1326651.1,5703768.8,2194348.3,2024533.3,3390352.7,2141124.2,3864346.2
Net ODA received (% of central government expense),,,,,,,,,,,,,,,,0.068535884,0.102643282,0.169738458,0.151566555,0.116064502,0.150751994,0.102952977,0.036617625,0.065473439
Net ODA received (% of GNI),0.034845083,0.030725147,0.026454277,0.030809665,0.024843376,0.040165103,0.046514518,0.047983873,0.042422572,0.027447946,0.02508962,0.010204432,0.024030116,0.028328982,0.022992605,0.021712207,0.032981517,0.053606943,0.047396152,0.037927951,0.056731818,0.038383512,0.013525897,0.023876882
Net official aid received (current US$),,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, WFP (current US$)",1379999.995,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNPBF (current US$)",,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNECE (current US$)",,,,,,,,,,,,,,,,,,,,,,,,
"Transport services (% of service exports, BoP)",42.3797881,30,25.49134251,19.56979312,17.97510712,16.4158676,16.06176361,16.93133362,18.32697661,20.43954081,20.52637068,18.75221129,18.15822243,18.73926272,15.5018205,16.08169314,15.73955897,13.97710455,14.16761285,14.55402861,14.56953027,15.06487196,16.74380361,16.43156447
"Goods exports (BoP, current US$)",46506000000,47746000000,52787328532,51045291549,48197279310,55187572648,58105671219,60278560129,72883461454,96097603410,1.18414E+11,1.37709E+11,1.6054E+11,1.98214E+11,1.53525E+11,2.01197E+11,2.55403E+11,2.41982E+11,2.41511E+11,2.23971E+11,1.89914E+11,1.84267E+11,2.18E+11,2.3952E+11
"Communications, computer, etc. (% of service exports, BoP)",25.26487368,47.45798319,46.53080663,49.34237347,49.58125634,55.09180947,58.62786106,54.45674492,51.94190542,48.53483406,50.03804645,51.91370284,52.87685055,54.08192389,56.7154698,59.86118619,59.70608242,61.84963106,60.2857664,63.69167756,63.00417194,62.2400161,62.43045496,63.12940354
"Grants, excluding technical cooperation (BoP, current US$)",72270000,88480000,75480000,84900000,71700000,63150000,88730000,85480000,95130000,96070000,110110000,101080000,165550000,203040000,202570000,182770000,216540000,250260000,861490000,253600000,279430000,317380000,212600000,255040000
"Portfolio investment, net (BoP, current US$)",-9745000000,-20832000000,-12615571000,-18124973000,-3801558000,-6955057016,-76993760,5118566223,-5307524740,4750133360,-4884536334,-9081235678,-48695461469,-2953202350,-52139633052,-66912966480,-41247719173,-15825807533,-32281848087,-41416091806,-17838699682,20033386642,17723824467,6860671634
"Net trade in goods and services (BoP, current US$)",-10652000000,-13512000000,-17871868008,-17404508944,-9024605744,-8999397037,-6049354708,7185768595,18856026281,27962819437,35838200177,35767499262,25395513276,6646441190,5216224173,-11888090915,-9741330487,-23393068675,-46189685248,-54977532677,-19605142143,13941849912,19000878536,7382267835
"Current account balance (BoP, current US$)",-18136000000,-23248000000,-30624636124,-33786643186,-25816312975,-24959637226,-23718998373,-8142452111,3587580694,11092621844,13843345902,13088985364,424588905.2,-30935370935,-26428858087,-79236962043,-76487827897,-84431604206,-79990353272,-1.01679E+11,-54789099328,-24475243915,-22033285756,-51456772517
"Foreign direct investment, net outflows (BoP, current US$)",1384000000,885000000,1115564000,2854013000,1497658000,2497066000,-1489093000,2478504000,228789000,9822484000,2910390869,28798368645,17061251190,26115312438,-4551874100,26763010595,16067117027,2083264651,15643503705,20606853865,3133977130,14693481919,21340512975,2024569614
"Charges for the use of intellectual property, payments (BoP, current US$)",529000000,797000000,949591000,1478574000,1282515000,1414582000,1244319000,1228789000,1227928000,905010000,1404494000,1663677000,2259433000,2697171000,2512044100,3225748879,3747622856,4198155186,4566857589,5922655347,5250459024,5140803656,5402128504,5124101633
"Imports of goods and services (BoP, current US$)",63293000000,66018000000,77087524468,75876226674,63688222443,72954229574,72954429217,62158219049,64000430479,80221334961,97872593999,1.20321E+11,1.57882E+11,2.20453E+11,1.74396E+11,2.43747E+11,3.0211E+11,3.04173E+11,3.25629E+11,3.18882E+11,2.43291E+11,2.03577E+11,2.33457E+11,2.6752E+11
Cereal yield (kg per hectare),2513.1,2422.2,2521.8,2580.4,2732,2643.3,3147.6,2844.8,3385.4,3131.8,2882.6,3210.5,3553.1,3831.3,3532.1,4040.6,4037.5,4584.5,4826.4,4640.4,5000.6,4181.7,5209.6,4806.6
Crop production index (2014-2016 = 100),48.47,45.66,48.85,49.76,52.97,54.08,57.35,61.1,66.5,69.09,68.13,71.77,77.96,84.62,82.38,88.04,93.81,90.84,97.55,98.95,102.69,98.36,109.37,109.69
Rural land area (sq. km),,,,,,8390315.279,,,,,,,,,,,,,,,8385496.484,,,
Forest area (% of land area),68.19618958,67.74382339,67.29145719,66.83909099,66.3867248,65.9343586,65.4616709,64.98898319,64.51629549,64.04360779,63.57092009,63.09823238,62.62554468,62.15285698,61.68016927,61.20748157,61.02332816,60.83917474,60.65502133,60.47086792,60.28671451,60.07103255,59.83288148,59.70842795
Urban land area where elevation is below 5 meters (sq. km),,,,,,1301.687383,,,,,,,,,,,,,,,1503.744114,,,
Land under cereal production (hectares),19752837,17519708,17794686,15788868,17435114,17601718,18148670,17883426,19925261,20420482,19313005,18423582,19543770,20814408,20077516,18601205,19216441,19611226,20906133,21851934,21202900,20127615,22645899,21483003
Agricultural land (% of land area),27.25546593,27.267873,27.28028006,27.29268713,27.3050942,27.31750126,27.32990833,27.3423154,27.35472246,27.36712953,27.3795366,27.39257777,27.47881706,27.56505634,27.65129562,27.73753491,27.82377419,27.91001347,27.99625275,28.08249204,28.16873132,28.2549706,28.34106631,28.34109036
"Agricultural machinery, tractors",791248,803742,802173,800604,799035,797466,795898,794329,792760,791191,789622,788053,,,,,,,,,,,,
Unemployment with basic education (% of total labor force with basic education),8.979999542,10.02000046,11.14000034,12.55000019,13.40999985,,12.85999966,12.59000015,13.06999969,11.77999973,12.42000008,11.19999981,10.52000046,9.300000191,10.68999958,,8.729999542,7,6.880000114,6.650000095,8.829999924,13.64999962,15.47999954,14.81999969
"Unemployment with advanced education, male (% of male labor force with advanced education)",1.940000057,2.329999924,3,2.869999886,3.410000086,,2.730000019,3.440000057,3.319999933,3.25,3.339999914,2.920000076,3.369999886,3.049999952,3.279999971,,2.609999895,0.589999974,0.579999983,0.980000019,4.21999979,5.300000191,5.619999886,5.519999981
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",11.03800011,11.8210001,13.47200012,15.35400009,16.83600044,16.16799927,16.43199921,16.72699928,17.12199974,15.73900032,16.82500076,15.57800007,14.51799965,13.50599957,15.27799988,13.58300018,13.16399956,12.88399982,12.95100021,12.95699978,16.38999939,23.3560009,25.13999939,24.7140007
"Labor force, total",70502975,70221614,72951026,74794612,77242076,79347240,81451850,84252466,85732528,88065752,90599384,91731713,92730996,93935309,95703671,95367503,94948392,97188188,98532618,99628943,101299234,102278732,104079619,105437486
"Part time employment, female (% of total female employment)",,,,,,,,,,,,,,,,,,35.29999924,34.09999847,33.36999893,33.81999969,32.38000107,34.50999832,35.79000092
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",64.06300354,62.31299973,63.23300171,63.35300064,63.97299957,64.2990036,64.6230011,65.49299622,65.35299683,65.88300323,66.56300354,66.23300171,65.84300232,65.6230011,65.8030014,64.54799652,63.27299881,63.79000092,63.72000122,63.50999832,63.70000076,63.47999954,63.79000092,63.86000061
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),58.78485545,58.91653944,59.66453285,60.98001828,62.6821101,64.55636452,66.46188013,68.27848266,68.78577398,69.85208853,71.2332668,71.1852854,71.41375766,70.97355893,71.7207965,70.66373947,69.59665972,69.148744,69.20463886,69.45049293,70.39000295,70.78991607,72.2803443,72.84599592
Labor force with basic education (% of total working-age population with basic education),67.33000183,65.25,65.95999908,65.97000122,66.73999786,,66.36000061,67.12999725,66.83000183,67.34999847,67.66999817,67.19000244,66.30000305,65.61000061,65.59999847,,62.29999924,70.33000183,69.88999939,69.37999725,64.63999939,50.27999878,50.22000122,49.70000076
"Labor force with advanced education, male (% of male working-age population with advanced education)",91.08000183,90.08000183,91.15000153,90.70999908,89.30999756,,89.02999878,89.58000183,88.95999908,88.31999969,88.52999878,89.26000214,88.58999634,88.62999725,89.22000122,,88.29000092,86.66999817,84.02999878,84.75,88.41000366,88.94999695,88.76999664,88.43000031
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",50.62,49.54,50.49,51.43,52.79,53.88,54.99,56.49,56.99,58.24,59.51,59.29,59.13,59.11,59.84,58.54,57.22,58.32,58.42,58.48,59.23,59.4,60.5,60.9
"Labor force participation rate for ages 15-24, male (%) (national estimate)",79.22000122,75.43000031,76.59999847,75.77999878,75.62999725,,73.70999908,74.41999817,73.73999786,74.38999939,75.55000305,74.16000366,73.27999878,72.79000092,72.19999695,,67.84999847,65.47000122,64.25,63.04000092,62.68000031,62.09000015,62.50999832,62.68000031
"Children in employment, work only (% of children in employment, ages 7-14)",,,,,,,,,,7.2,,,6.6,4.8,5.2,,3.593684031,,4.995714,4.455643341,4.04,,,
"Children in employment, work only, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,3.159724915,,4.672299,2.953760752,3.64,,,
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,96.21695201,,94.85682,94.89034775,95.8,,,
"Children in employment, male (% of male children ages 7-14)",,,,,,,,,,9.4,,,8.1,6.9,6.6,,5.75,,4.297545,4.778604822,3.52,,,
